WKT,name,description
"POLYGON ((106.823395 -6.1714989, 106.823116 -6.1797549, 106.8235452 -6.1803309, 106.8309695 -6.1801389, 106.8312485 -6.1797122, 106.8304116 -6.1789229, 106.8307335 -6.1786242, 106.829961 -6.1777922, 106.8300254 -6.1739523, 106.8298323 -6.1735469, 106.8290598 -6.1729283, 106.8292958 -6.1719683, 106.8290598 -6.1715843, 106.823395 -6.1714989))",Taman Monas,
