WKT,name,description
"POLYGON ((106.7982652 -6.2147431, 106.7984798 -6.2173882, 106.7984369 -6.2205025, 106.8030718 -6.2225504, 106.8048742 -6.2247261, 106.8088653 -6.2222091, 106.8083503 -6.2215264, 106.8083933 -6.2159803, 106.8061617 -6.2155963, 106.8060758 -6.2128232, 106.7982652 -6.2147431))",Taman GBK,
