WKT,name,description
"POLYGON ((106.8163557 -6.3050133, 106.8161411 -6.3058238, 106.8168707 -6.3072741, 106.8159694 -6.3079992, 106.8156261 -6.3094495, 106.8158836 -6.3105586, 106.8176431 -6.3105159, 106.8179006 -6.3147388, 106.8163986 -6.3151653, 106.8163128 -6.316317, 106.818201 -6.3162317, 106.8190164 -6.3171701, 106.8250246 -6.3177246, 106.82584 -6.311369, 106.8265266 -6.3117103, 106.8271704 -6.3086817, 106.8246813 -6.3085111, 106.8247242 -6.3063783, 106.8230505 -6.3064636, 106.8206472 -6.3068049, 106.8208618 -6.3057385, 106.8199606 -6.3058665, 106.8188019 -6.3056958, 106.8187589 -6.3052693, 106.8163557 -6.3050133))",Kebun Binatang Ragunan,
