WKT,name,description
"POLYGON ((106.8892573 -6.3013568, 106.8893431 -6.3049186, 106.8905233 -6.3049826, 106.8907593 -6.3044281, 106.890416 -6.3037882, 106.9037412 -6.3035536, 106.9045995 -6.3024659, 106.904342 -6.3013568, 106.9031404 -6.3007596, 106.9020246 -6.3008876, 106.9018959 -6.299352, 106.8986128 -6.2995653, 106.8986128 -6.3008236, 106.896231 -6.3004611, 106.8956946 -6.3009516, 106.8941496 -6.3006317, 106.8940638 -6.3012289, 106.8926691 -6.3012929, 106.8924759 -6.3017621, 106.8892573 -6.3013568))",TMII,
