WKT,name,description
"POLYGON ((106.8509648 -6.2327841, 106.850761 -6.2329228, 106.8505786 -6.233616, 106.8506537 -6.2342559, 106.8508361 -6.2345013, 106.8513189 -6.2347786, 106.852424 -6.2355358, 106.8526385 -6.2360477, 106.8526385 -6.2364104, 106.8516837 -6.2399832, 106.8526385 -6.2421483, 106.8540226 -6.2421056, 106.8531213 -6.2408578, 106.8529926 -6.2394713, 106.8536685 -6.2368263, 106.8535398 -6.2357491, 106.8532608 -6.2346506, 106.8528424 -6.2348105, 106.8528102 -6.234128, 106.8526171 -6.2334987, 106.8520377 -6.233456, 106.8513403 -6.2335307, 106.8513725 -6.2330721, 106.8509648 -6.2327841))",Tebet Echo Park,
