WKT,name,description
"LINESTRING (106.8188592 -6.3627369, 106.8060272 -6.3678979, 106.7870153 -6.3682815, 106.7921649 -6.3513912, 106.8024647 -6.3223876, 106.7774029 -6.3199988, 106.7729397 -6.341155, 106.7701932 -6.3578746, 106.7444439 -6.3670873, 106.7461606 -6.3933594, 106.7509671 -6.4090538, 106.7787762 -6.4046184, 106.7921658 -6.4128067, 106.7959424 -6.4400999, 106.8089886 -6.4414646, 106.8302746 -6.442488, 106.8470974 -6.4595455, 106.8680401 -6.4574986, 106.8855496 -6.442488, 106.9006558 -6.4220183, 106.8979092 -6.4070067, 106.8858929 -6.4029125, 106.8958493 -6.3889239, 106.8845196 -6.3868768, 106.8766232 -6.3967712, 106.8598004 -6.3906299, 106.8707867 -6.3790293, 106.8570538 -6.3701581, 106.8443509 -6.3780057, 106.8414326 -6.3670873, 106.8331713 -6.357896, 106.8254251 -6.3562113, 106.8254037 -6.3634833, 106.8188592 -6.3627369)",Depok,
