WKT,name,description
"POLYGON ((110.0334007 -7.8794465, 110.3437644 -8.0399336, 110.3712303 -8.0752867, 110.7090598 -8.1922016, 110.8381492 -8.2003572, 110.8244163 -8.1568588, 110.7942039 -8.1650152, 110.7639915 -8.0045775, 110.7887107 -7.85496, 110.780471 -7.8168669, 110.5058128 -7.7787703, 110.4508811 -7.5337818, 110.2750999 -7.7052885, 110.2586204 -7.6481273, 110.1515037 -7.6372385, 110.1185447 -7.6699039, 110.1377708 -7.7297839, 110.0883323 -7.7869341, 110.0334007 -7.8794465))",DKI Yogyakarta,
